incident_id,name_of_covered_entity,state,business_associate_involved,individuals_affected,date_of_breach,type_of_breach,location_of_breached_information,date_posted_or_updated,information_breached,entity,organization_type,method
148,"Eastmoreland Surgical Clinic, William Graham, DO",OR,MedAssets,43280,7/5/10,Theft,"Laptop, Desktop Computer, Other Portable Electronic Device, Other",1/23/14,"Personal Information, Health Information, Financial Information, Login Credentials, Contact Information, Technical Safeguards",Facebook,web,hacked
149,SunBridge Healthcare Corporation,NM,MedAssets,10000,6/26/10,Theft,"Other Portable Electronic Device, Other",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
150,Holyoke Medical Center,MA,Pioneer Valley Pathology,247500,7/26/10,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
151,Newark Beth Israel Medical Center,NJ,KPMG LLP,9560,5/10/10,Theft,"Other Portable Electronic Device, Other",6/19/14,"Personal Information, Health Information, Login Credentials, Technical Safeguards",Facebook,web,hacked
152,Saint Barnabas Medical Center,NJ,KPMG LLP,36300,5/10/10,Theft,Other Portable Electronic Device,6/19/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
153,NYU School of Medicine--Aging and Dementia Clinical Research Center ,NY,MedAssets,12000,4/3/10,Loss,"Other Portable Electronic Device, Other",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
154,University of Rochester Medical Center and Affiliates,NY,MedAssets,8570,8/2/10,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
155,State of Delaware Health Plan,DE,Aon Consulting,226420,8/16/10,Other,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards",Facebook,web,hacked
156,"Curtis R. Bryan, M.D.",VA,MedAssets,27390,7/12/10,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
157,Mayo Clinic,MN,MedAssets,17400,7/15/09,Unauthorized Access/Disclosure,Electronic Medical Record,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
158,LabCorp Patient Service Center,NV,MedAssets,5070,8/2/10,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
159,The Kent Center ,RI,MedAssets,13610,7/13/10,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
160,"Pediatric and Adult Allergy, PC",IA,MedAssets,192220,7/11/10,Loss,Other Portable Electronic Device,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
161,Ault Chiropractic Center,IN,MedAssets,20000,9/15/10,Theft,"Laptop, Desktop Computer",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
162,County of Los Angeles,CA,MedAssets,330000,7/29/10,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
163,"Matthew H. Conrad, M.D., P.A.",KS,MedAssets,12000,8/20/10,Theft,"Laptop, Paper",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
164,UnitedHealth Group health plan single affiliated covered entity,MN,CareCore National,12700,7/8/10,Other,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
165,Counseling and Psychotherapy of Throggs Neck,NY,MedAssets,90000,9/6/10,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
166,United States Air Force,OH,MedAssets,21230,7/29/10,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
167,"State of Alaska, Department of Health and Social Services",AK,Alaskan AIDS Assistance Association,20000,9/7/10,Theft,"Other Portable Electronic Device, Other",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
168,"St. Vincent Hospital and Health Care Center, Inc.",IN,MedAssets,11990,7/25/10,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
169,Milford Regional Medical Center,MA,MedAssets,200000,7/26/10,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
170,"Alliance HealthCare Services, Inc.",CA,Oroville Hospital,14740,7/31/10,Theft,"Other Portable Electronic Device, Other",4/24/14,"Personal Information, Health Information, Contact Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
171,"Alliance HealthCare Services, Inc.",CA,Eden Medical Center,14740,8/5/10,Theft,"Other Portable Electronic Device, Other",6/24/14,"Personal Information, Health Information, Contact Information, Administrative Actions",Facebook,web,hacked
172,NewYork-Presbyterian Hospital and Columbia University Medical Center,NY,MedAssets,68000,7/1/10,Theft,Network Server,6/19/14,"Personal Information, Health Information, Financial Information, Login Credentials, Technical Safeguards, Administrative Actions",Facebook,web,hacked
173,St. James Hospital and Health Centers,IL,MedAssets,9670,8/10/10,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
174,"University of Oklahoma - Tulsa, Neurology Clinic",OK,MedAssets,192000,7/28/10,Hacking/IT Incident,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
175,"LORENZO BROWN, MD INC.",CA,MedAssets,9280,8/17/10,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
176,"Milton Pathology Associates, P.C.",MA,Joseph A. Gagnon d/b/a Goldthwait Associates,110000,7/26/10,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
177,WESTMED Medical Group,NY,MedAssets,5780,8/17/10,Theft,Laptop,6/19/14,"Personal Information, Health Information, Login Credentials, Technical Safeguards, Administrative Actions",Facebook,web,hacked
178,"Debra C. Duffy, DDS",TX,MedAssets,47000,8/5/10,Theft,"Laptop, Network Server",1/23/14,"Personal Information, Health Information, Technical Safeguards",Facebook,web,hacked
179,"Cumberland Gastroenterology, P.S.C.",KY,MedAssets,22000,9/18/10,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
180,Johns Hopkins University Applied Physics Laboratory (JHU/APL) Medical and Dental Insurance Plan,MD,MedAssets,6920,6/15/10,Other,Other,1/23/14,"Personal Information, Health Information, Contact Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
181,LoneStar Audiology Group,TX,MedAssets,5850,8/11/10,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards",Facebook,web,hacked
182,Utah Department of Health,UT,Utah Department of Workforce Services,12980,3/1/10,Other,"Desktop Computer, Paper",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
183,SW Seattle Orthopaedic and Sports Medicine,WA,MedAssets,94930,9/4/10,Hacking/IT Incident,Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards",Facebook,web,hacked
184,University of Arkansas for Medical Sciences,AR,MedAssets,10000,10/12/10,Theft,"Other Portable Electronic Device, Other",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
185,"BlueCross BlueShield of Tennessee, Inc.",TN,MedAssets,10232090,10/2/09,Theft,Other,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
186,Northridge Hospital Medical Center,CA,MedAssets,7160,10/16/10,Loss,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
187,Puerto Rico Department of Health,PR,"Triple-S Management, Corp.; Triple-S Salud, Inc.; ",4750000,10/3/08,"Unauthorized Access/Disclosure, Hacking/IT Incident",Network Server,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
188,"Aetna, Inc.",CT,MedAssets,23450,9/9/10,Unauthorized Access/Disclosure,Network Server,1/23/14,Administrative Actions,Facebook,web,hacked
189,Sta-home Health & Hospice,MS,MedAssets,11040,9/16/10,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
190,Puerto Rico Department of Health,PR,Medical Card System/MCS-HMO/MCS Advantage/MCS Life,1150000,9/3/10,Unauthorized Access/Disclosure,"Other Portable Electronic Device, Other",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
191,VNA of Southeastern Ct.,CT,MedAssets,120000,9/30/10,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
192,"Prime Home Care, LLC",NE,MedAssets,15500,9/13/10,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
193,Visiting Nurse Service Association of Schenectady County,NY,MedAssets,5350,9/14/10,Theft,Laptop,6/19/14,"Personal Information, Health Information, Login Credentials, Technical Safeguards, Administrative Actions",Facebook,web,hacked
194,"Manor Care Indy (South), LLC.",IN,MedAssets,8450,9/11/10,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
195,"Robert Wheatley, DDS, PC",MO,MedAssets,14000,10/17/10,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
196,Henry Ford Hospital,MI,MedAssets,37000,9/24/10,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
197,Holy Cross Hospital,FL,MedAssets,15000,7/27/10,Theft,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
198,Newark Beth Israel Medical Center,NJ,"Professional Transcription Company, Inc.",17440,1/1/10,Theft,Network Server,6/19/14,"Personal Information, Health Information, Technical Safeguards",Facebook,web,hacked
199,Memorial Hospital of Gardena,CA,MedAssets,7710,10/14/10,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
200,Oklahoma City VA Medical Center,OK,MedAssets,19500,10/8/10,"Theft, Loss, Improper Disposal",Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
201,Albert Einstein Healthcare Network,PA,MedAssets,6130,10/21/10,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
202,Kings County Hospital Center,NY,MedAssets,5420,8/22/10,Theft,Desktop Computer,6/19/14,"Personal Information, Health Information, Contact Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
203,University of Tennessee Medical Center,TN,MedAssets,82000,9/23/09,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
204,Ochsner Health System,LA,H.E.L.P. Financial Corporation,94750,9/27/10,Unauthorized Access/Disclosure,Paper,1/23/14,"Personal Information, Health Information, Login Credentials",Facebook,web,hacked
205,zarzamora family dental care,TX,MedAssets,8000,10/15/10,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
206,Hospital Auxilio Mutuo,PR,MedAssets,10000,11/9/10,"Theft, Unauthorized Access/Disclosure, Hacking/IT Incident","Laptop, Desktop Computer",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
207,Pinnacle Health System,PA,"Gair Medical Transcription Services, Inc.",10850,10/1/08,Unauthorized Access/Disclosure,Network Server,1/23/14,"Personal Information, Health Information, Financial Information, Technical Safeguards",Facebook,web,hacked
208,"Gary C. Spinks, DMD, PC",MD,MedAssets,10000,9/29/10,Hacking/IT Incident,"Desktop Computer, Network Server",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
209,Cook County Health & Hospitals System,IL,MedAssets,5560,11/1/10,Theft,Desktop Computer,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
210,"Dean Health Systems, Inc.; St. Mary's Hospital; St. Marys Dean Ventures, Incorporated",WI,MedAssets,32880,11/8/10,Theft,Laptop,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
211,Riverside Mercy Hospital and Ohio/Mercy Diagnostics,OH,MedAssets,10000,3/29/03,Improper Disposal,Paper,1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
212,California Therapy Solutions,CA,MedAssets,12500,11/11/10,Theft,"Other Portable Electronic Device, Other",1/23/14,"Personal Information, Health Information, Technical Safeguards, Administrative Actions",Facebook,web,hacked
